pincode,state_id,area_code,area_name,region,is_edl,ecom_zone,apex_service,apex_tat,apex_zone,surface_service,surface_tat,surface_zone,dp_service,dp_tat,dp_zone
245301,34,HPU,HAPUR,NORTH,1,C,none,48,NT,none,120,N2,both,48,B
245304,34,GPL,PILKHUWA,NORTH,1,A,none,24,NT,none,96,N2,both,24,A
245401,34,GZB,GHAZIABAD,NORTH,1,A,none,72,NT,none,144,N2,,,
245402,34,GZB,GHAZIABAD,NORTH,1,A,none,96,NT,none,168,N2,,,
245403,34,GZB,GHAZIABAD,NORTH,1,A,none,96,NT,none,168,N2,,,
245405,34,GZB,GHAZIABAD,NORTH,1,A,none,96,NT,none,168,N2,,,
245407,34,GZB,GHAZIABAD,NORTH,1,A,none,96,NT,none,168,N2,,,
245408,34,GZB,GHAZIABAD,NORTH,1,A,none,72,NT,none,144,N2,,,
245409,34,GZB,GHAZIABAD,NORTH,1,A,none,72,NT,none,144,N2,,,
245411,34,GZB,GHAZIABAD,NORTH,1,A,none,72,NT,none,144,N2,,,
245412,34,GZB,GHAZIABAD,NORTH,1,A,none,96,NT,none,168,N2,,,
246001,35,PGW,"PAURI GARHWAL",NORTH,1,C,none,168,NT,none,216,N2,both,120,C
246113,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246121,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
246122,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246123,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246124,35,KDR,KOTDWAR,NORTH,1,C,none,144,NT,none,192,N2,,,
246125,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246127,35,KDR,KOTDWAR,NORTH,1,C,none,144,NT,none,192,N2,both,48,B
246128,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246129,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246130,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246131,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246132,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246135,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246141,35,RDP,RUDRAPUR,NORTH,1,B,none,144,NT,none,216,N2,,,
246142,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246144,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246146,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246147,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
246148,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246149,35,KDR,KOTDWAR,NORTH,1,C,none,144,NT,none,192,N2,both,48,B
246155,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
246159,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246161,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246162,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246163,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246164,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246165,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
246166,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
246167,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
246168,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246169,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246170,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246171,35,RPG,RUDRAPRAYAG,NORTH,1,C,none,120,NT,none,168,N2,both,96,C
246172,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246173,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246174,35,SGH,"SRINAGAR GARHWAL",NORTH,1,C,none,96,NT,none,168,N2,both,96,C
246175,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246176,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246177,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246185,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
246186,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246188,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
246189,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246191,35,HRD,HARIDWAR,NORTH,1,B,none,120,NT,none,192,N2,,,
246192,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246193,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
246194,35,PGW,"PAURI GARHWAL",NORTH,1,C,none,120,NT,none,168,N2,,,
246275,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246276,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246277,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246278,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246279,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246280,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
246281,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246285,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246419,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246421,35,RPG,RUDRAPRAYAG,NORTH,1,C,none,168,NT,none,216,N2,both,96,C
246422,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246423,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246425,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246427,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246428,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246429,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246431,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246437,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246438,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246439,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246440,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246441,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246442,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
246443,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246444,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246446,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246447,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246448,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246449,35,GPW,GOPESHWAR,NORTH,1,C,none,168,NT,none,216,N2,,,
246450,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246451,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246452,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246453,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246454,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
246455,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246456,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246458,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246469,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246471,35,RPG,RUDRAPRAYAG,NORTH,1,C,none,168,NT,none,216,N2,,,
246473,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246474,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246475,35,RPG,RUDRAPRAYAG,NORTH,1,C,none,168,NT,none,216,N2,both,96,C
246476,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246481,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246482,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246486,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246487,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246488,35,HRD,HARIDWAR,NORTH,1,B,none,144,NT,none,216,N2,,,
246489,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246495,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
246701,34,BJN,BIJNORE,NORTH,1,C,none,120,NT,none,168,N2,both,24,C
246721,34,BJN,BIJNORE,NORTH,1,C,none,144,NT,none,192,N2,both,48,C
246722,34,NJB,NAJIBABAD,NORTH,1,C,none,144,NT,none,192,N2,both,48,B
246723,34,NJB,NAJIBABAD,NORTH,1,C,none,168,NT,none,216,N2,,,
246724,34,NJB,NAJIBABAD,NORTH,1,C,none,144,NT,none,192,N2,both,48,B
246725,34,BJN,BIJNORE,NORTH,1,C,none,120,NT,none,168,N2,both,24,C
246726,34,BJN,BIJNORE,NORTH,1,C,none,120,NT,none,168,N2,both,48,C
246727,34,BJN,BIJNORE,NORTH,1,C,none,144,NT,none,192,N2,both,48,C
246728,34,BJN,BIJNORE,NORTH,1,C,none,144,NT,none,192,N2,both,48,C
246729,34,BJN,BIJNORE,NORTH,1,C,none,120,NT,none,168,N2,,,
246731,34,BJN,BIJNORE,NORTH,1,C,none,144,NT,none,192,N2,both,48,C
246732,34,NJB,NAJIBABAD,NORTH,1,C,none,144,NT,none,192,N2,both,48,B
246733,34,BJN,BIJNORE,NORTH,1,C,none,120,NT,none,168,N2,both,48,C
246734,34,BJN,BIJNORE,NORTH,1,C,none,120,NT,none,168,N2,both,48,C
246735,34,BJN,BIJNORE,NORTH,1,C,none,168,NT,none,216,N2,both,48,C
246736,34,BJN,BIJNORE,NORTH,0,C,inbound,144,NT,inbound,192,N2,both,48,C
246737,34,BJN,BIJNORE,NORTH,1,C,none,168,NT,none,216,N2,,,
246738,34,MOR,MORADABAD,NORTH,1,B,none,96,NT,none,168,N2,,,
246745,34,BJN,BIJNORE,NORTH,1,C,none,120,NT,none,168,N2,,,
246746,34,BJN,BIJNORE,NORTH,1,C,none,120,NT,none,168,N2,both,48,C
246747,34,NJB,NAJIBABAD,NORTH,1,C,none,120,NT,none,168,N2,both,48,B
246749,34,NJB,NAJIBABAD,NORTH,1,C,none,144,NT,none,192,N2,both,48,B
246761,34,BJN,BIJNORE,NORTH,1,C,none,120,NT,none,168,N2,both,24,C
246762,34,BJN,BIJNORE,NORTH,1,C,none,144,NT,none,192,N2,both,48,C
246763,34,NJB,NAJIBABAD,NORTH,1,C,none,144,NT,none,192,N2,both,24,B
246764,34,BJN,BIJNORE,NORTH,1,C,none,168,NT,none,216,N2,both,48,C
246765,34,MOR,MORADABAD,NORTH,1,B,none,120,NT,none,192,N2,,,
246768,34,MOR,MORADABAD,NORTH,1,B,none,120,NT,none,192,N2,,,
247001,34,SPX,SAHRANPUR,NORTH,0,C,both,48,NT,both,168,N2,both,48,B
247002,34,SPX,SAHRANPUR,NORTH,1,C,none,120,NT,none,240,N2,both,48,B
247120,34,CTM,CHHUTMALPUR,NORTH,1,C,none,72,NT,,,,both,48,B
247121,34,CTM,CHHUTMALPUR,NORTH,1,C,none,120,NT,,,,both,48,B
247122,34,SPX,"SAHRANPUR OFFICE",NORTH,1,C,none,120,NT,none,240,N2,both,48,B
247129,34,CTM,CHHUTMALPUR,NORTH,1,C,none,120,NT,,,,both,48,B
247231,34,SPX,"SAHRANPUR OFFICE",NORTH,1,C,none,120,NT,none,240,N2,both,48,B
247232,34,SPX,"SAHRANPUR OFFICE",NORTH,1,C,none,96,NT,none,216,N2,both,48,B
247235,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
247340,34,SPX,"SAHRANPUR OFFICE",NORTH,1,C,none,120,NT,none,240,N2,both,48,B
247341,34,SPX,"SAHRANPUR OFFICE",NORTH,1,C,none,120,NT,none,240,N2,both,48,B
247342,34,SPX,"SAHRANPUR OFFICE",NORTH,0,C,inbound,120,NT,inbound,240,N2,both,48,B
247343,34,SPX,SAHRANPUR,NORTH,1,C,none,120,NT,none,240,N2,,,
247451,34,SPX,"SAHRANPUR OFFICE",NORTH,1,C,none,120,NT,none,240,N2,both,48,B
247452,34,SPX,"SAHRANPUR OFFICE",NORTH,1,C,none,120,NT,none,240,N2,both,48,B
247453,34,SPX,SAHRANPUR,NORTH,1,C,none,120,NT,none,240,N2,,,
247551,34,DBN,DEOBAND,NORTH,1,C,none,120,NT,none,240,N2,both,48,C
247554,34,DBN,DEOBAND,NORTH,1,C,none,72,NT,none,192,N2,both,48,C
247656,35,ROO,ROORKEE,NORTH,1,C,none,72,NT,none,144,N2,both,48,B
247661,35,ROO,ROORKEE,NORTH,0,C,both,48,NT,both,120,N2,both,48,B
247662,34,CTM,CHHUTMALPUR,NORTH,1,C,none,96,NT,,,,both,48,B
247663,35,HRE,"HARIDWAR EXPANSION",NORTH,1,C,none,96,NT,none,168,N2,both,48,B
247664,35,ROO,ROORKEE,NORTH,1,C,none,96,NT,none,168,N2,both,48,B
247665,35,ROO,ROORKEE,NORTH,1,C,none,72,NT,none,144,N2,both,48,B
247666,35,ROO,ROORKEE,NORTH,0,C,both,48,NT,both,120,N2,both,48,B
247667,35,ROO,ROORKEE,NORTH,0,C,both,48,NT,both,120,N2,both,48,B
247668,35,ROO,ROORKEE,NORTH,0,C,both,48,NT,both,120,N2,both,48,B
247669,34,CTM,CHHUTMALPUR,NORTH,1,C,none,96,NT,,,,both,48,B
247670,35,ROO,ROORKEE,NORTH,1,C,none,72,NT,none,144,N2,,,
247671,35,HRD,HARIDWAR,NORTH,1,B,none,96,NT,none,168,N2,,,
247769,12,ABA,AMBALA,NORTH,1,A,none,120,NT,none,192,N2,,,
247771,34,SHY,SHAMLI,NORTH,1,C,none,96,NT,none,168,N2,both,96,C
247772,34,SHY,SHAMLI,NORTH,1,C,none,120,NT,none,192,N2,both,96,C
247773,34,SHY,SHAMLI,NORTH,1,C,none,120,NT,none,192,N2,both,96,C
247774,34,SHY,SHAMLI,NORTH,1,C,none,96,NT,none,168,N2,both,96,C
247775,34,SHY,SHAMLI,NORTH,1,C,none,96,NT,none,168,N2,both,96,C
247776,34,SHA,SHAMLI,NORTH,1,C,none,96,NT,none,168,N2,both,48,B
247777,34,SHY,SHAMLI,NORTH,1,C,none,96,NT,none,168,N2,both,96,C
247778,34,SHY,SHAMLI,NORTH,0,C,inbound,96,NT,inbound,168,N2,both,96,C
248001,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248002,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248003,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248005,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248006,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248007,35,DRD,DEHRADUN,NORTH,1,A,none,72,NT,none,144,N2,both,48,A
248008,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248009,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248010,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,both,48,A
248011,35,SEL,SELAQUI,NORTH,0,B,both,96,NT,both,168,N2,both,72,B
248012,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,both,48,A
248013,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,both,48,A
248014,35,DRD,DEHRADUN,NORTH,1,A,none,72,NT,none,144,N2,both,48,A
248015,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,both,48,A
248016,35,DLJ,DOIWALA,NORTH,1,B,none,96,NT,none,168,N2,both,72,B
248102,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,both,48,A
248110,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248115,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,both,48,A
248119,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
248121,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248122,35,DRD,"DEHRADUN EXPANSION",NORTH,1,A,none,72,NT,none,144,N2,both,48,A
248123,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
248124,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
248125,35,VKS,"VIKAS NAGAR",NORTH,1,C,none,96,NT,none,240,N2,both,72,C
248126,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,both,48,A
248140,35,DLJ,DOIWALA,NORTH,1,B,none,48,NT,none,120,N2,both,72,B
248141,35,DRD,DEHRADUN,NORTH,1,A,none,72,NT,none,144,N2,both,48,A
248142,35,VKS,"VIKAS NAGAR",NORTH,1,C,none,96,NT,none,240,N2,both,72,C
248143,35,DLJ,DOIWALA,NORTH,1,B,none,96,NT,none,168,N2,both,72,B
248145,35,DLJ,DOIWALA,NORTH,1,B,none,120,NT,none,192,N2,both,72,B
248146,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248148,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
248152,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
248159,35,DRD,DEHRADUN,NORTH,1,A,none,72,NT,none,144,N2,,,
248160,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248161,35,DLJ,DOIWALA,NORTH,1,B,none,96,NT,none,168,N2,both,72,B
248164,35,DRD,DEHRADUN,NORTH,1,A,none,72,NT,none,144,N2,,,
248165,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
248167,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
248171,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248195,35,DRD,DEHRADUN,NORTH,0,A,both,48,NT,both,120,N2,both,48,A
248196,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
248197,35,SEL,SELAQUI,NORTH,0,B,both,48,NT,both,120,N2,both,72,B
248198,35,VKS,"VIKAS NAGAR",NORTH,1,C,none,96,NT,none,240,N2,both,72,C
248199,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
248202,35,HRD,HARIDWAR,NORTH,1,B,none,120,NT,none,192,N2,,,
248252,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
248258,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
249103,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
249106,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
249121,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249122,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249123,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249126,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
249130,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249131,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249132,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249134,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249135,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
249137,35,RKH,RISHIKESH,NORTH,1,C,none,96,NT,none,168,N2,both,48,B
249141,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249146,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
249147,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
249151,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
249152,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249156,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
249161,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249165,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
249171,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249175,35,RKH,RISHIKESH,NORTH,1,C,none,96,NT,none,168,N2,both,48,B
249180,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
249181,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249185,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
249186,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
249191,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249192,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
249193,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249194,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
249195,35,DRD,DEHRADUN,NORTH,1,A,none,144,NT,none,216,N2,,,
249196,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249199,35,DRD,DEHRADUN,NORTH,1,A,none,120,NT,none,192,N2,,,
249201,35,RKH,RISHIKESH,NORTH,1,C,none,72,NT,none,144,N2,both,48,B
249202,35,RKH,RISHIKESH,NORTH,0,C,both,48,NT,both,120,N2,both,48,B
249203,35,RKH,RISHIKESH,NORTH,0,C,both,48,NT,both,120,N2,both,48,B
249204,35,RKH,RISHIKESH,NORTH,1,C,none,120,NT,none,192,N2,both,48,B
249205,35,RKH,RISHIKESH,NORTH,1,C,none,96,NT,none,168,N2,both,48,B
249301,35,HRD,HARIDWAR,NORTH,1,B,none,96,NT,none,168,N2,,,
249302,35,RKH,RISHIKESH,NORTH,1,C,none,96,NT,none,168,N2,both,48,B
249304,35,DRD,DEHRADUN,NORTH,1,A,none,96,NT,none,168,N2,,,
249306,35,HRE,"HARIDWAR EXPANSION",NORTH,1,C,none,144,NT,none,216,N2,,,
249401,35,HRD,HARIDWAR,NORTH,0,B,both,48,NT,both,120,N2,both,48,B
249402,35,HRD,HARIDWAR,NORTH,0,B,both,48,NT,both,120,N2,both,48,B
249403,35,HRD,HARIDWAR,NORTH,0,B,both,48,NT,both,120,N2,both,48,B
249404,35,HRD,HARIDWAR,NORTH,0,B,both,48,NT,both,120,N2,both,48,B
249405,35,HRD,HARIDWAR,NORTH,0,B,both,48,NT,both,120,N2,both,48,B
249407,35,HRD,HARIDWAR,NORTH,0,B,both,48,NT,both,120,N2,both,48,B
249408,35,HRD,HARIDWAR,NORTH,0,B,both,48,NT,both,120,N2,both,48,B
249409,35,HRD,HARIDWAR,NORTH,0,B,both,48,NT,both,120,N2,both,48,B
249410,35,HRD,HARIDWAR,NORTH,0,B,both,48,NT,both,120,N2,both,48,B
249411,35,HRD,HARIDWAR,NORTH,0,B,both,48,NT,both,120,N2,both,48,B
250001,34,MEE,"CIVIL LINE SERVICE CENTRE",NORTH,0,B,both,48,NT,both,120,N2,both,24,B
250002,34,MEE,"CIVIL LINE SERVICE CENTRE",NORTH,0,B,both,48,NT,both,120,N2,both,24,B
250003,34,MEE,"CIVIL LINE SERVICE CENTRE",NORTH,0,B,both,48,NT,both,120,N2,both,24,B
250004,34,MEE,"CIVIL LINE SERVICE CENTRE",NORTH,0,B,both,48,NT,both,120,N2,both,24,B
250005,34,MEE,"CIVIL LINE SERVICE CENTRE",NORTH,0,B,both,48,NT,both,120,N2,both,24,B
250101,34,BPF,BAGHPAT,NORTH,1,C,none,96,NT,none,144,N2,both,72,C
250103,34,MXP,"MEERUT  EXPANSION",NORTH,0,C,both,72,NT,both,120,N2,both,24,B
250104,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,120,NT,none,168,N2,,,
250105,34,MEE,"CIVIL LINE SERVICE CENTRE",NORTH,0,B,both,48,NT,both,120,N2,both,24,B
250106,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,96,NT,none,144,N2,,,
250110,34,MDP,MODIPURAM,NORTH,0,B,both,48,NT,both,120,N2,both,24,B
250205,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,96,NT,none,144,N2,both,24,B
250221,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,120,NT,none,168,N2,both,24,B
250222,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,96,NT,none,144,N2,,,
250223,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,96,NT,none,144,N2,,,
250341,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,96,NT,none,144,N2,,,
250342,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,120,NT,none,168,N2,,,
250344,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,120,NT,none,168,N2,,,
250345,34,BPF,BAGHPAT,NORTH,1,C,none,120,NT,none,168,N2,both,72,C
250401,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,120,NT,none,168,N2,both,24,B
250402,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,96,NT,none,144,N2,both,24,B
250404,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,120,NT,none,168,N2,,,
250406,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,120,NT,none,168,N2,both,24,B
250501,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,72,NT,none,120,N2,,,
250502,34,MXP,"MEERUT  EXPANSION",NORTH,1,C,none,96,NT,none,144,N2,,,
250515,34,MEE,"CIVIL LINE SERVICE CENTRE",NORTH,1,B,none,96,NT,none,168,N2,,,
250601,34,BPF,BAGHPAT,NORTH,1,C,none,120,NT,none,168,N2,both,72,C
250602,34,MEE,"CIVIL LINE SERVICE CENTRE",NORTH,1,B,none,96,NT,none,168,N2,,,
250606,34,BPF,BAGHPAT,NORTH,1,C,none,120,NT,none,168,N2,both,72,C
250609,34,BPF,BAGHPAT,NORTH,1,C,none,120,NT,none,168,N2,both,48,C
250611,34,BRU,BARAUT,NORTH,0,C,both,72,NT,both,120,N2,both,48,C
